"Agriculture Year",District,Crop,"Area Growth",Unit1,"Production Growth",Unit2,"Productivity Growth",Unit3
2017-18,Wayanad,"Betel leaves",,Percent,-34.88,Percent,-40.42,Percent
2017-18,Wayanad,Cardamom,,Percent,5.97,Percent,6.17,Percent
2017-18,Wayanad,Cashew,-5.57,Percent,-5.83,Percent,-0.56,Percent
2017-18,Wayanad,Cloves,-4.17,Percent,,Percent,2.38,Percent
2017-18,Wayanad,Cocoa,0.66,Percent,39.91,Percent,39.01,Percent
2017-18,Wayanad,Coconut,0.45,Percent,-15.07,Percent,-15.44,Percent
2017-18,Wayanad,Coffee,,Percent,7.31,Percent,7.34,Percent
2017-18,Wayanad,Ginger,-2.18,Percent,4.58,Percent,6.92,Percent
2017-18,Wayanad,Jack,-7.68,Percent,-5.88,Percent,1.97,Percent
2017-18,Wayanad,Mango,4.5,Percent,23.5,Percent,18.19,Percent
2017-18,Wayanad,Nutmeg,-13.93,Percent,-2.17,Percent,13.26,Percent
2017-18,Wayanad,Paddy,2.61,Percent,5.55,Percent,2.84,Percent
2017-18,Wayanad,Pappaya,-0.79,Percent,-0.8,Percent,,Percent
2017-18,Wayanad,Pepper,2.05,Percent,-17.46,Percent,-18.93,Percent
2017-18,Wayanad,Pineapple,-3.33,Percent,-10.32,Percent,-8.81,Percent
2017-18,Wayanad,Plantain,-1.32,Percent,9.86,Percent,11.28,Percent
2017-18,Wayanad,Rubber,,Percent,-1.28,Percent,-1.25,Percent
2017-18,Wayanad,Tapioca,11.65,Percent,13,Percent,1.21,Percent
2017-18,Wayanad,Tea,,Percent,9.38,Percent,8.28,Percent
2017-18,Wayanad,Turmeric,-11.98,Percent,-10.91,Percent,1.3,Percent
2018-19,Alappuzha,Arecanut,5.06,Percent,9.38,Percent,4.07,Percent
2018-19,Alappuzha,Banana,-44.89,Percent,-55.81,Percent,-19.97,Percent
2018-19,Alappuzha,"Betel leaves",-10.34,Percent,-23.57,Percent,-15.7,Percent
2018-19,Alappuzha,Cashew,-2.77,Percent,17.31,Percent,20.59,Percent
2018-19,Alappuzha,Cloves,,Percent,,Percent,,Percent
2018-19,Alappuzha,Cocoa,-35.71,Percent,-30.39,Percent,8.27,Percent
2018-19,Alappuzha,Coconut,3.62,Percent,5.49,Percent,1.81,Percent
2018-19,Alappuzha,Ginger,-30.38,Percent,-56,Percent,-36.84,Percent
2018-19,Alappuzha,Jack,-3.35,Percent,-71.43,Percent,-70.44,Percent
2018-19,Alappuzha,Mango,-0.18,Percent,,Percent,,Percent
2018-19,Alappuzha,Nutmeg,-7.32,Percent,-33.33,Percent,-27.96,Percent
2018-19,Alappuzha,Paddy,4.65,Percent,21.65,Percent,14.44,Percent
2018-19,Alappuzha,Pappaya,-5.66,Percent,-5.64,Percent,,Percent
2018-19,Alappuzha,Pepper,-1.62,Percent,-6.4,Percent,-4.95,Percent
2018-19,Alappuzha,Pineapple,5.45,Percent,17.96,Percent,11.82,Percent
2018-19,Alappuzha,Plantain,-4.72,Percent,-6.73,Percent,-2.12,Percent
2018-19,Alappuzha,Rubber,,Percent,,Percent,,Percent
2018-19,Alappuzha,Tapioca,-25.4,Percent,-31.27,Percent,-7.87,Percent
2018-19,Alappuzha,Turmeric,-20.41,Percent,-31.91,Percent,-15.71,Percent
2018-19,Ernakulam,Arecanut,4.11,Percent,9.14,Percent,4.83,Percent
2018-19,Ernakulam,Banana,-5.63,Percent,-29.05,Percent,-24.82,Percent
2018-19,Ernakulam,"Betel leaves",-25,Percent,-20.5,Percent,15.6,Percent
2018-19,Ernakulam,Cashew,-15.78,Percent,-25.56,Percent,-11.27,Percent
2018-19,Ernakulam,Cloves,-20,Percent,,Percent,,Percent
2018-19,Ernakulam,Cocoa,2.58,Percent,-0.76,Percent,-3.19,Percent
2018-19,Ernakulam,Coconut,-3.43,Percent,-3.87,Percent,3.55,Percent
2018-19,Ernakulam,Ginger,-25.71,Percent,-31.08,Percent,-6.54,Percent
2018-19,Ernakulam,Jack,-1.84,Percent,-6.67,Percent,-4.93,Percent
2018-19,Ernakulam,Mango,-2.89,Percent,,Percent,,Percent
2018-19,Ernakulam,Nutmeg,4.59,Percent,6.81,Percent,2.16,Percent
2018-19,Ernakulam,Paddy,-7.28,Percent,-13.17,Percent,-6.01,Percent
2018-19,Ernakulam,Pappaya,-1.67,Percent,-1.67,Percent,,Percent
2018-19,Ernakulam,Pepper,4.36,Percent,-2.86,Percent,-7,Percent
2018-19,Ernakulam,Pineapple,7.26,Percent,16.42,Percent,8.54,Percent
2018-19,Ernakulam,Plantain,4.77,Percent,-7.59,Percent,-11.78,Percent
2018-19,Ernakulam,Rubber,,Percent,,Percent,,Percent
2018-19,Ernakulam,Tapioca,-12.81,Percent,-25.13,Percent,-14.13,Percent
2018-19,Ernakulam,Turmeric,-11.38,Percent,-16.83,Percent,-6.01,Percent
2018-19,Idukki,Arecanut,-7.47,Percent,-14.21,Percent,-7.24,Percent
2018-19,Idukki,Banana,-2.9,Percent,-10.73,Percent,-8.06,Percent
2018-19,Idukki,Cardamom,-0.64,Percent,-37.24,Percent,-36.87,Percent
2018-19,Idukki,Cashew,-8.61,Percent,-41.41,Percent,-35.76,Percent
2018-19,Idukki,Cloves,-14.34,Percent,-16,Percent,,Percent
2018-19,Idukki,Cocoa,-3.84,Percent,-7.85,Percent,-4.14,Percent
2018-19,Idukki,Coconut,-8.48,Percent,-6.35,Percent,3.96,Percent
2018-19,Idukki,Coffee,,Percent,15.46,Percent,15.26,Percent
2018-19,Idukki,Ginger,-11.41,Percent,-19.58,Percent,-9.25,Percent
2018-19,Idukki,Jack,-1.48,Percent,-7.58,Percent,-6.18,Percent
2018-19,Idukki,Mango,-12.49,Percent,,Percent,,Percent
2018-19,Idukki,Nutmeg,-1.11,Percent,-17.03,Percent,-16.11,Percent
2018-19,Idukki,Paddy,-17.9,Percent,-31.88,Percent,-16.88,Percent
2018-19,Idukki,Pappaya,-14.22,Percent,-14.22,Percent,,Percent
2018-19,Idukki,Pepper,-3.21,Percent,-3.73,Percent,-0.54,Percent
2018-19,Idukki,Pineapple,-0.76,Percent,14.72,Percent,15.59,Percent
2018-19,Idukki,Plantain,-6.66,Percent,-10.62,Percent,-4.24,Percent
2018-19,Idukki,Rubber,,Percent,,Percent,,Percent
2018-19,Idukki,Tapioca,-12.94,Percent,-17.77,Percent,-5.55,Percent
2018-19,Idukki,Tea,16.47,Percent,3.57,Percent,-11.1,Percent
2018-19,Idukki,Turmeric,-2.08,Percent,-16.1,Percent,-14.2,Percent
2018-19,Kannur,Arecanut,-1.38,Percent,-20.74,Percent,-19.65,Percent
2018-19,Kannur,Banana,-21.58,Percent,-14.87,Percent,8.57,Percent
2018-19,Kannur,"Betel leaves",-16.67,Percent,0.37,Percent,13.6,Percent
2018-19,Kannur,Cashew,-1.67,Percent,-53.93,Percent,-53.16,Percent
2018-19,Kannur,Cloves,54.55,Percent,,Percent,,Percent
2018-19,Kannur,Cocoa,-2.33,Percent,-25.53,Percent,-23.68,Percent
2018-19,Kannur,Coconut,-2.69,Percent,4.16,Percent,7.02,Percent
2018-19,Kannur,Ginger,-30.14,Percent,-42.29,Percent,-17.75,Percent
2018-19,Kannur,Jack,1.35,Percent,-21.43,Percent,-22.48,Percent
2018-19,Kannur,Mango,4.59,Percent,,Percent,,Percent
2018-19,Kannur,Nutmeg,-12.86,Percent,-27.27,Percent,-16.67,Percent
2018-19,Kannur,Paddy,-0.3,Percent,-1.55,Percent,-0.6,Percent
2018-19,Kannur,Pappaya,-3.88,Percent,-3.86,Percent,,Percent
2018-19,Kannur,Pepper,-0.16,Percent,-3.25,Percent,-3.24,Percent
2018-19,Kannur,Pineapple,-18.7,Percent,-31.21,Percent,-15.87,Percent
2018-19,Kannur,Plantain,-1.24,Percent,-8.9,Percent,-7.75,Percent
2018-19,Kannur,Rubber,,Percent,,Percent,,Percent
2018-19,Kannur,Tapioca,-7.4,Percent,-20.37,Percent,-13.99,Percent
2018-19,Kannur,Turmeric,-11.54,Percent,-33.3,Percent,-24.87,Percent
2018-19,Kasaragod,Arecanut,2.83,Percent,-5.77,Percent,-8.36,Percent
2018-19,Kasaragod,Banana,-4.22,Percent,-15.63,Percent,-11.92,Percent
2018-19,Kasaragod,"Betel leaves",-7.14,Percent,-3.06,Percent,7.61,Percent
2018-19,Kasaragod,Cashew,4.67,Percent,12.82,Percent,7.83,Percent
2018-19,Kasaragod,Cloves,-9.09,Percent,,Percent,,Percent
2018-19,Kasaragod,Cocoa,-9.35,Percent,-1.63,Percent,8.59,Percent
2018-19,Kasaragod,Coconut,-1.62,Percent,5.18,Percent,6.91,Percent
2018-19,Kasaragod,Ginger,-33.33,Percent,-36.57,Percent,-6.5,Percent
2018-19,Kasaragod,Jack,0.84,Percent,9.09,Percent,8.18,Percent
2018-19,Kasaragod,Mango,-1.75,Percent,,Percent,,Percent
2018-19,Kasaragod,Nutmeg,-3.52,Percent,-11.33,Percent,-7.78,Percent
2018-19,Kasaragod,Paddy,9.3,Percent,3.23,Percent,-4.79,Percent
2018-19,Kasaragod,Pappaya,3.06,Percent,3.04,Percent,,Percent
2018-19,Kasaragod,Pepper,8.5,Percent,-8.59,Percent,-15.74,Percent
2018-19,Kasaragod,Pineapple,8.16,Percent,16.61,Percent,5.44,Percent
2018-19,Kasaragod,Plantain,1.06,Percent,-13.55,Percent,-14.44,Percent
2018-19,Kasaragod,Rubber,,Percent,,Percent,,Percent
2018-19,Kasaragod,Tapioca,-11.02,Percent,-15.81,Percent,-5.49,Percent
2018-19,Kasaragod,Turmeric,-13.51,Percent,-27.94,Percent,-18.59,Percent
2018-19,Kollam,Arecanut,-0.92,Percent,-1.69,Percent,-0.77,Percent
2018-19,Kollam,Banana,1.71,Percent,10.05,Percent,8.18,Percent
2018-19,Kollam,"Betel leaves",13.64,Percent,-0.84,Percent,-13.06,Percent
2018-19,Kollam,Cashew,-7.32,Percent,0.66,Percent,8.37,Percent
2018-19,Kollam,Cloves,25,Percent,,Percent,,Percent
2018-19,Kollam,Cocoa,-20,Percent,-60,Percent,-56.9,Percent
2018-19,Kollam,Coconut,-1.88,Percent,8.14,Percent,10.19,Percent
2018-19,Kollam,Ginger,1.55,Percent,16.96,Percent,14.87,Percent
2018-19,Kollam,Jack,1.3,Percent,-20,Percent,-21.03,Percent
2018-19,Kollam,Mango,1.46,Percent,,Percent,,Percent
2018-19,Kollam,Nutmeg,-2.47,Percent,-11.76,Percent,-10.8,Percent
2018-19,Kollam,Paddy,-1.43,Percent,4.93,Percent,2.19,Percent
2018-19,Kollam,Pappaya,4.12,Percent,4.1,Percent,,Percent
2018-19,Kollam,Pepper,-1.41,Percent,2.99,Percent,4.53,Percent
2018-19,Kollam,Pineapple,-6.86,Percent,-13.3,Percent,-7.07,Percent
2018-19,Kollam,Plantain,7.72,Percent,-4.37,Percent,-11.21,Percent
2018-19,Kollam,Rubber,,Percent,,Percent,,Percent
2018-19,Kollam,Tapioca,-10.01,Percent,-7.91,Percent,2.34,Percent
2018-19,Kollam,Tea,-9.41,Percent,4.94,Percent,15.73,Percent
2018-19,Kollam,Turmeric,10.12,Percent,24.7,Percent,13.19,Percent
2018-19,Kottayam,Arecanut,-1.21,Percent,0.84,Percent,2.1,Percent
2018-19,Kottayam,Banana,5.82,Percent,13.05,Percent,6.81,Percent
2018-19,Kottayam,"Betel leaves",-12.5,Percent,-11.64,Percent,3.64,Percent
2018-19,Kottayam,Cardamom,,Percent,-25,Percent,-25.53,Percent
2018-19,Kottayam,Cashew,-8.24,Percent,-20.35,Percent,-13,Percent
2018-19,Kottayam,Cloves,-2.44,Percent,,Percent,,Percent
2018-19,Kottayam,Cocoa,-4.99,Percent,5.76,Percent,11.16,Percent
2018-19,Kottayam,Coconut,-0.41,Percent,-12.06,Percent,-9.78,Percent
2018-19,Kottayam,Ginger,-3.33,Percent,-2.81,Percent,0.83,Percent
2018-19,Kottayam,Jack,-2,Percent,-12.5,Percent,-10.71,Percent
2018-19,Kottayam,Mango,0.03,Percent,,Percent,,Percent
2018-19,Kottayam,Nutmeg,7.9,Percent,7.35,Percent,-0.5,Percent
2018-19,Kottayam,Paddy,27.21,Percent,25.06,Percent,-1.69,Percent
2018-19,Kottayam,Pappaya,7.82,Percent,7.8,Percent,,Percent
2018-19,Kottayam,Pepper,-5.01,Percent,-4.93,Percent,0.25,Percent
2018-19,Kottayam,Pineapple,6.3,Percent,6.54,Percent,0.26,Percent
2018-19,Kottayam,Plantain,-2.37,Percent,2.91,Percent,5.39,Percent
2018-19,Kottayam,Rubber,,Percent,,Percent,,Percent
2018-19,Kottayam,Tapioca,-3.82,Percent,-2.23,Percent,1.65,Percent
2018-19,Kottayam,Turmeric,3.85,Percent,10.69,Percent,5.7,Percent
2018-19,Kozhikode,Arecanut,6.28,Percent,-10.51,Percent,-15.77,Percent
2018-19,Kozhikode,Banana,-13.03,Percent,-7.49,Percent,6.36,Percent
2018-19,Kozhikode,"Betel leaves",-12.5,Percent,399.58,Percent,527.61,Percent
2018-19,Kozhikode,Cardamom,,Percent,-50,Percent,-44.44,Percent
2018-19,Kozhikode,Cashew,-3.26,Percent,-31.42,Percent,-29.2,Percent
2018-19,Kozhikode,Cloves,-37.5,Percent,-33.33,Percent,,Percent
2018-19,Kozhikode,Cocoa,5.35,Percent,0.46,Percent,-4.56,Percent
2018-19,Kozhikode,Coconut,3.03,Percent,-3.07,Percent,-5.44,Percent
2018-19,Kozhikode,Ginger,-24.36,Percent,-33.9,Percent,-12.9,Percent
2018-19,Kozhikode,Jack,0.14,Percent,-22.73,Percent,-22.83,Percent
2018-19,Kozhikode,Mango,3.94,Percent,,Percent,,Percent
2018-19,Kozhikode,Nutmeg,-25.1,Percent,-20.05,Percent,7.11,Percent
2018-19,Kozhikode,Paddy,-15.74,Percent,-13.16,Percent,0.96,Percent
2018-19,Kozhikode,Pappaya,-6.55,Percent,-6.54,Percent,,Percent
2018-19,Kozhikode,Pepper,-2.07,Percent,50.08,Percent,53.76,Percent
2018-19,Kozhikode,Pineapple,-12.31,Percent,-1.37,Percent,12.58,Percent
2018-19,Kozhikode,Plantain,-1.4,Percent,-7.59,Percent,-6.28,Percent
2018-19,Kozhikode,Rubber,,Percent,,Percent,,Percent
2018-19,Kozhikode,Tapioca,-13.15,Percent,-22.64,Percent,-10.91,Percent
2018-19,Kozhikode,Turmeric,-17,Percent,-28.52,Percent,-13.77,Percent
2018-19,Malappuram,Arecanut,0.15,Percent,-9.23,Percent,-9.3,Percent
2018-19,Malappuram,Banana,-24.95,Percent,-33.52,Percent,-11.42,Percent
2018-19,Malappuram,"Betel leaves",-21.54,Percent,1.45,Percent,29.35,Percent
2018-19,Malappuram,Cardamom,,Percent,,Percent,,Percent
2018-19,Malappuram,Cashew,-15.68,Percent,-20.19,Percent,-5.42,Percent
2018-19,Malappuram,Cloves,-20,Percent,,Percent,,Percent
2018-19,Malappuram,Cocoa,18.18,Percent,-24.44,Percent,-36.9,Percent
2018-19,Malappuram,Coconut,-0.39,Percent,6.67,Percent,7.08,Percent
2018-19,Malappuram,Ginger,-21.95,Percent,-36.52,Percent,-18.64,Percent
2018-19,Malappuram,Jack,-3.85,Percent,-18.18,Percent,-14.89,Percent
2018-19,Malappuram,Mango,-5.21,Percent,,Percent,,Percent
2018-19,Malappuram,Nutmeg,-4.87,Percent,24.72,Percent,30.66,Percent
2018-19,Malappuram,Paddy,6.05,Percent,14.48,Percent,8.66,Percent
2018-19,Malappuram,Pappaya,-11.18,Percent,-11.18,Percent,,Percent
2018-19,Malappuram,Pepper,-12.88,Percent,-8.6,Percent,5.21,Percent
2018-19,Malappuram,Pineapple,-28.57,Percent,-37.5,Percent,-11.78,Percent
2018-19,Malappuram,Plantain,-0.05,Percent,-4.05,Percent,-4.01,Percent
2018-19,Malappuram,Rubber,,Percent,,Percent,,Percent
2018-19,Malappuram,Tapioca,-9.54,Percent,-12.9,Percent,-3.71,Percent
2018-19,Malappuram,Turmeric,-6.09,Percent,-31.61,Percent,-27.16,Percent
2018-19,Palakkad,Arecanut,9.31,Percent,3.25,Percent,-5.57,Percent
2018-19,Palakkad,Banana,-28.25,Percent,-44.89,Percent,-23.2,Percent
2018-19,Palakkad,"Betel leaves",,Percent,-25.58,Percent,-4.96,Percent
2018-19,Palakkad,Cardamom,,Percent,-2.9,Percent,-4,Percent
2018-19,Palakkad,Cashew,-1.48,Percent,-1.87,Percent,-0.53,Percent
2018-19,Palakkad,Cloves,40,Percent,,Percent,,Percent
2018-19,Palakkad,Cocoa,-2.55,Percent,29.85,Percent,34.04,Percent
2018-19,Palakkad,Coconut,2.69,Percent,6.52,Percent,3.73,Percent
2018-19,Palakkad,Coffee,,Percent,,Percent,-0.16,Percent
2018-19,Palakkad,Ginger,-55.01,Percent,-60.62,Percent,-12.5,Percent
2018-19,Palakkad,Jack,-3.95,Percent,-17.39,Percent,-14.01,Percent
2018-19,Palakkad,Mango,1.26,Percent,,Percent,,Percent
2018-19,Palakkad,Nutmeg,5.17,Percent,-1.18,Percent,-5.58,Percent
2018-19,Palakkad,Paddy,2.26,Percent,8.39,Percent,6.03,Percent
2018-19,Palakkad,Pappaya,-4.2,Percent,-4.2,Percent,,Percent
2018-19,Palakkad,Pepper,14.45,Percent,22.07,Percent,6.72,Percent
2018-19,Palakkad,Pineapple,-27.14,Percent,-14.11,Percent,18.35,Percent
2018-19,Palakkad,Plantain,23.94,Percent,34.87,Percent,8.81,Percent
2018-19,Palakkad,Rubber,,Percent,,Percent,,Percent
2018-19,Palakkad,Tapioca,-4.43,Percent,-0.73,Percent,3.82,Percent
2018-19,Palakkad,Tea,-6.38,Percent,-3.89,Percent,2.77,Percent
2018-19,Palakkad,Turmeric,-27.48,Percent,-39.64,Percent,-16.7,Percent
2018-19,Pathanamthitta,Arecanut,-6.17,Percent,-3.11,Percent,3.28,Percent
2018-19,Pathanamthitta,Banana,0.45,Percent,4.8,Percent,4.31,Percent
2018-19,Pathanamthitta,"Betel leaves",38.46,Percent,36.71,Percent,-1.16,Percent
2018-19,Pathanamthitta,Cardamom,,Percent,,Percent,,Percent
2018-19,Pathanamthitta,Cashew,-6.15,Percent,-19.44,Percent,-13.82,Percent
2018-19,Pathanamthitta,Cloves,-11.11,Percent,,Percent,,Percent
2018-19,Pathanamthitta,Cocoa,-4.78,Percent,6.25,Percent,12.12,Percent
2018-19,Pathanamthitta,Coconut,,Percent,2.17,Percent,2.17,Percent
2018-19,Pathanamthitta,Ginger,-6.64,Percent,-15.57,Percent,-9.5,Percent
2018-19,Pathanamthitta,Jack,1.19,Percent,-9.09,Percent,-10.14,Percent
2018-19,Pathanamthitta,Mango,3.69,Percent,,Percent,,Percent
2018-19,Pathanamthitta,Nutmeg,-6.09,Percent,-12.77,Percent,-7.13,Percent
2018-19,Pathanamthitta,Paddy,3.19,Percent,32.04,Percent,28.62,Percent
2018-19,Pathanamthitta,Pappaya,4.83,Percent,4.83,Percent,,Percent
2018-19,Pathanamthitta,Pepper,-5.57,Percent,-18.52,Percent,-13.86,Percent
2018-19,Pathanamthitta,Pineapple,-4.46,Percent,-17.62,Percent,-13.6,Percent
2018-19,Pathanamthitta,Plantain,,Percent,-12.63,Percent,-12.65,Percent
2018-19,Pathanamthitta,Rubber,,Percent,,Percent,,Percent
2018-19,Pathanamthitta,Tapioca,-9.54,Percent,-7.69,Percent,2.03,Percent
2018-19,Pathanamthitta,Turmeric,4.04,Percent,-21.54,Percent,-25.06,Percent
2018-19,Thiruvananthapuram,Arecanut,1.12,Percent,-6.67,Percent,-7.75,Percent
2018-19,Thiruvananthapuram,Banana,6.75,Percent,30.97,Percent,22.66,Percent
2018-19,Thiruvananthapuram,"Betel leaves",-20,Percent,-29,Percent,-13.1,Percent
2018-19,Thiruvananthapuram,Cashew,-0.71,Percent,4.55,Percent,5.56,Percent
2018-19,Thiruvananthapuram,Cloves,-7.69,Percent,,Percent,,Percent
2018-19,Thiruvananthapuram,Cocoa,1.69,Percent,11.43,Percent,8.65,Percent
2018-19,Thiruvananthapuram,Coconut,4.48,Percent,-12.63,Percent,-16.37,Percent
2018-19,Thiruvananthapuram,Ginger,-1.37,Percent,-4.46,Percent,-3.22,Percent
2018-19,Thiruvananthapuram,Jack,3.36,Percent,-19.23,Percent,-21.86,Percent
2018-19,Thiruvananthapuram,Mango,5.53,Percent,,Percent,,Percent
2018-19,Thiruvananthapuram,Nutmeg,-7.61,Percent,-7.32,Percent,0.45,Percent
2018-19,Thiruvananthapuram,Paddy,16.45,Percent,13.54,Percent,0.15,Percent
2018-19,Thiruvananthapuram,Pappaya,5.52,Percent,5.53,Percent,,Percent
2018-19,Thiruvananthapuram,Pepper,1.26,Percent,-2.9,Percent,-4.3,Percent
2018-19,Thiruvananthapuram,Pineapple,-16.07,Percent,-14.03,Percent,2.45,Percent
2018-19,Thiruvananthapuram,Plantain,4.94,Percent,9.76,Percent,4.6,Percent
2018-19,Thiruvananthapuram,Rubber,,Percent,,Percent,,Percent
2018-19,Thiruvananthapuram,Tapioca,-12.82,Percent,-11.79,Percent,1.19,Percent
2018-19,Thiruvananthapuram,Tea,-13.2,Percent,-5.66,Percent,7.27,Percent
2018-19,Thiruvananthapuram,Turmeric,-7.14,Percent,-14.67,Percent,-8.07,Percent
2018-19,Thrissur,Arecanut,-4.76,Percent,3.23,Percent,8.35,Percent
2018-19,Thrissur,Banana,-21.93,Percent,-57.78,Percent,-45.93,Percent
2018-19,Thrissur,"Betel leaves",-25,Percent,-40.43,Percent,-33.1,Percent
2018-19,Thrissur,Cashew,-6.15,Percent,-11.36,Percent,-5.54,Percent
2018-19,Thrissur,Cloves,-33.33,Percent,,Percent,,Percent
2018-19,Thrissur,Cocoa,-17.31,Percent,-7.14,Percent,15.07,Percent
2018-19,Thrissur,Coconut,-1.02,Percent,5.76,Percent,6.62,Percent
2018-19,Thrissur,Ginger,-21.82,Percent,-28.31,Percent,-7.67,Percent
2018-19,Thrissur,Jack,-1.22,Percent,-19.05,Percent,-18.06,Percent
2018-19,Thrissur,Mango,-4.6,Percent,,Percent,,Percent
2018-19,Thrissur,Nutmeg,-1.13,Percent,3.14,Percent,4.42,Percent
2018-19,Thrissur,Paddy,2.63,Percent,0.49,Percent,-1.8,Percent
2018-19,Thrissur,Pappaya,-7.09,Percent,-7.12,Percent,,Percent
2018-19,Thrissur,Pepper,-2.84,Percent,-10.02,Percent,-7.37,Percent
2018-19,Thrissur,Pineapple,-15.38,Percent,-22.08,Percent,-7.3,Percent
2018-19,Thrissur,Plantain,-2.98,Percent,9.3,Percent,12.67,Percent
2018-19,Thrissur,Rubber,,Percent,,Percent,,Percent
2018-19,Thrissur,Tapioca,-21.79,Percent,-26.27,Percent,-5.71,Percent
2018-19,Thrissur,Tea,,Percent,-49.34,Percent,-49.25,Percent
2018-19,Thrissur,Turmeric,4,Percent,-0.56,Percent,-4.04,Percent
2018-19,Wayanad,Arecanut,-2.43,Percent,-25.16,Percent,-23.46,Percent
2018-19,Wayanad,Banana,-11.42,Percent,-10.72,Percent,0.79,Percent
2018-19,Wayanad,"Betel leaves",,Percent,,Percent,27.25,Percent
2018-19,Wayanad,Cardamom,,Percent,-39.44,Percent,-39.53,Percent
2018-19,Wayanad,Cashew,-13.47,Percent,-21.13,Percent,-8.96,Percent
2018-19,Wayanad,Cloves,-17.39,Percent,,Percent,,Percent
2018-19,Wayanad,Cocoa,-31.6,Percent,-44.94,Percent,-19.59,Percent
2018-19,Wayanad,Coconut,-2.38,Percent,-9.68,Percent,-7.47,Percent
2018-19,Wayanad,Coffee,,Percent,-5.17,Percent,-5.16,Percent
2018-19,Wayanad,Ginger,-30.96,Percent,-14.12,Percent,24.39,Percent
2018-19,Wayanad,Jack,0.88,Percent,-18.75,Percent,-19.45,Percent
2018-19,Wayanad,Mango,4.06,Percent,,Percent,,Percent
2018-19,Wayanad,Nutmeg,7.62,Percent,-44.44,Percent,-48.01,Percent
2018-19,Wayanad,Paddy,-3.29,Percent,2.51,Percent,6,Percent
2018-19,Wayanad,Pappaya,-2.13,Percent,-6.08,Percent,-4.02,Percent
2018-19,Wayanad,Pepper,-7.82,Percent,-8.52,Percent,-0.95,Percent
2018-19,Wayanad,Pineapple,-20.69,Percent,-20.14,Percent,-0.47,Percent
2018-19,Wayanad,Plantain,-4.67,Percent,-21.78,Percent,-17.95,Percent
2018-19,Wayanad,Rubber,,Percent,,Percent,,Percent
2018-19,Wayanad,Tapioca,-36.53,Percent,-41.84,Percent,-8.38,Percent
2018-19,Wayanad,Tea,54.41,Percent,-15.62,Percent,-44.8,Percent
2018-19,Wayanad,Turmeric,,Percent,7.58,Percent,7.28,Percent
2019-20,Alappuzha,Arecanut,15.77,Percent,12.47,Percent,-2.85,Percent
2019-20,Alappuzha,Banana,18.55,Percent,20.95,Percent,2.04,Percent
2019-20,Alappuzha,"Betel leaves",-3.85,Percent,20.66,Percent,24.79,Percent
2019-20,Alappuzha,Cashew,-2.54,Percent,-37.65,Percent,-36.1,Percent
2019-20,Alappuzha,Cloves,,Percent,,Percent,,Percent
2019-20,Alappuzha,Cocoa,16.67,Percent,7.04,Percent,-8.84,Percent
2019-20,Alappuzha,Coconut,1.33,Percent,4.17,Percent,2.8,Percent
2019-20,Alappuzha,Ginger,36.36,Percent,114.39,Percent,58.13,Percent
2019-20,Alappuzha,Jack,-3.93,Percent,200,Percent,212.29,Percent
2019-20,Alappuzha,Mango,-3.19,Percent,,Percent,,Percent
2019-20,Alappuzha,Nutmeg,13.49,Percent,10.78,Percent,-2.09,Percent
2019-20,Alappuzha,Paddy,-4.58,Percent,-12.42,Percent,-5.14,Percent
2019-20,Alappuzha,Pappaya,3.78,Percent,3.77,Percent,-0.04,Percent
2019-20,Alappuzha,Pepper,13.3,Percent,13.68,Percent,0.52,Percent
2019-20,Alappuzha,Pineapple,-8.62,Percent,-39.58,Percent,-34.2,Percent
2019-20,Alappuzha,Plantain,6.13,Percent,14.19,Percent,7.61,Percent
2019-20,Alappuzha,Rubber,1.78,Percent,-22.22,Percent,-23.6,Percent
2019-20,Alappuzha,Tapioca,19.18,Percent,56.19,Percent,31.03,Percent
2019-20,Alappuzha,Turmeric,20.51,Percent,53.13,Percent,28.7,Percent
2019-20,Ernakulam,Arecanut,-1.83,Percent,-3.76,Percent,-1.9,Percent
2019-20,Ernakulam,Banana,10.82,Percent,36.24,Percent,22.94,Percent
2019-20,Ernakulam,"Betel leaves",-33.33,Percent,-31.25,Percent,-11.38,Percent
2019-20,Ernakulam,Cashew,0.76,Percent,20.2,Percent,18.65,Percent
2019-20,Ernakulam,Cloves,50,Percent,,Percent,-16.75,Percent
2019-20,Ernakulam,Cocoa,1.68,Percent,5.75,Percent,3.84,Percent
2019-20,Ernakulam,Coconut,3.32,Percent,-8.62,Percent,-11.56,Percent
2019-20,Ernakulam,Ginger,3.85,Percent,1.96,Percent,-2.39,Percent
2019-20,Ernakulam,Jack,-0.26,Percent,7.14,Percent,7.43,Percent
2019-20,Ernakulam,Mango,0.84,Percent,,Percent,,Percent
2019-20,Ernakulam,Nutmeg,-0.51,Percent,-2.76,Percent,-2.24,Percent
2019-20,Ernakulam,Paddy,-7.89,Percent,-2.96,Percent,4.51,Percent
2019-20,Ernakulam,Pappaya,1.29,Percent,1.22,Percent,-0.07,Percent
2019-20,Ernakulam,Pepper,2.77,Percent,-3.4,Percent,-5.86,Percent
2019-20,Ernakulam,Pineapple,0.26,Percent,-6.73,Percent,-6.98,Percent
2019-20,Ernakulam,Plantain,0.3,Percent,-1.34,Percent,-1.67,Percent
2019-20,Ernakulam,Rubber,-0.05,Percent,-16.49,Percent,-16.43,Percent
2019-20,Ernakulam,Tapioca,5.79,Percent,40.04,Percent,32.37,Percent
